https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1739923200,2025-02-19 00:00:00,BTC/USDT,95575,96875,95098,96573,3.19320468,308377.35556164
1739836800,2025-02-18 00:00:00,BTC/USDT,95833,96498,93507,95655,6.91091158,661063.2471849
1739750400,2025-02-17 00:00:00,BTC/USDT,96084,96867,95292,95772,3.31288398,317281.52453256
1739664000,2025-02-16 00:00:00,BTC/USDT,97578,97709,96116,96167,4.46467882,429354.76808293996
1739577600,2025-02-15 00:00:00,BTC/USDT,97411,97956,97242,97634,1.55806057,152119.68569138
1739491200,2025-02-14 00:00:00,BTC/USDT,96683,98820,96344,97331,6.11586739,595263.48893609
1739404800,2025-02-13 00:00:00,BTC/USDT,97785,98011,95447,96474,8.81915418,850819.0803613199
1739318400,2025-02-12 00:00:00,BTC/USDT,95800,97964,94313,97632,4.12555202,402785.89481663995
1739232000,2025-02-11 00:00:00,BTC/USDT,97442,98452,94908,95630,3.25381776,311162.5923888
1739145600,2025-02-10 00:00:00,BTC/USDT,96656,98294,95400,97393,2.99772489,291957.42021177005
1739059200,2025-02-09 00:00:00,BTC/USDT,96418,97293,94715,96448,3.36946877,324978.52392896
1738972800,2025-02-08 00:00:00,BTC/USDT,96466,96845,95794,96598,0.45396179,43851.80099042
1738886400,2025-02-07 00:00:00,BTC/USDT,96637,100040,95707,96298,7.74208379,745547.18480942
1738800000,2025-02-06 00:00:00,BTC/USDT,96509,99095,95800,96578,3.72236911,359498.96390558
1738713600,2025-02-05 00:00:00,BTC/USDT,97909,99078,96207,96511,5.50008086,530818.30387946
1738627200,2025-02-04 00:00:00,BTC/USDT,101329,101637,96143,97804,10.91513891,1067544.24595364
1738540800,2025-02-03 00:00:00,BTC/USDT,97669,102404,91278,101292,29.84484200,3023043.735864
1738454400,2025-02-02 00:00:00,BTC/USDT,100569,101366,96204,97714,10.45236035,1021341.9392399
1738368000,2025-02-01 00:00:00,BTC/USDT,102467,102739,100260,100646,3.40832235,343034.0112381
1738281600,2025-01-31 00:00:00,BTC/USDT,104773,106000,101625,102120,4.82129956,492351.1110672
1738195200,2025-01-30 00:00:00,BTC/USDT,103764,106899,103365,104759,20.95962837,2195709.7084128303
1738108800,2025-01-29 00:00:00,BTC/USDT,101320,104728,101319,103668,15.99292147,1657954.18295196
1738022400,2025-01-28 00:00:00,BTC/USDT,102116,103739,99282,101361,27.65840794,2803483.88720634
1737936000,2025-01-27 00:00:00,BTC/USDT,102565,103180,97500,102036,32.80052789,3346834.6637840397
1737849600,2025-01-26 00:00:00,BTC/USDT,104764,105417,102593,102700,4.03378138,414269.34772599995
1737763200,2025-01-25 00:00:00,BTC/USDT,104867,105263,104168,104709,8.37851339,877305.7585535101
1737676800,2025-01-24 00:00:00,BTC/USDT,103860,107110,102780,104873,10.13891344,1063298.26919312
1737590400,2025-01-23 00:00:00,BTC/USDT,103664,106800,101287,103913,38.04580205,3953453.42842165
1737504000,2025-01-22 00:00:00,BTC/USDT,106207,106227,102074,103661,13.39241173,1388270.7923435299
1737417600,2025-01-21 00:00:00,BTC/USDT,101864,107200,100200,106200,13.28466438,1410831.357156
1737331200,2025-01-20 00:00:00,BTC/USDT,101264,109557,99559,102208,59.30414376,6061357.92542208
1737244800,2025-01-19 00:00:00,BTC/USDT,104524,106400,99637,101037,45.14479437,4561294.58876169
1737158400,2025-01-18 00:00:00,BTC/USDT,104100,104949,102300,104561,24.30344527,2541192.54087647
1737072000,2025-01-17 00:00:00,BTC/USDT,99978,105859,99978,104112,34.24897752,3565729.5475622397
1736985600,2025-01-16 00:00:00,BTC/USDT,100519,100835,97362,100060,7.06989256,707413.4495536
1736899200,2025-01-15 00:00:00,BTC/USDT,96631,100635,96518,100516,10.61302466,1066778.78672456
1736812800,2025-01-14 00:00:00,BTC/USDT,94542,97300,94390,96718,8.33921616,806552.3085628799
1736726400,2025-01-13 00:00:00,BTC/USDT,94537,95900,89171,94506,14.11125279,1333598.05617174
1736640000,2025-01-12 00:00:00,BTC/USDT,94608,95285,93833,94484,1.32406083,125102.56346172001
1736553600,2025-01-11 00:00:00,BTC/USDT,94711,94973,94010,94554,3.93351533,371929.60851282004
1736467200,2025-01-10 00:00:00,BTC/USDT,92601,95814,92261,94867,13.98328535,1326552.33129845
1736380800,2025-01-09 00:00:00,BTC/USDT,95048,95364,91250,92505,18.11193290,1675444.3529145
1736294400,2025-01-08 00:00:00,BTC/USDT,96952,97189,92622,95232,21.94630244,2089990.27396608
1736208000,2025-01-07 00:00:00,BTC/USDT,102209,102666,96193,96915,26.48516852,2566810.1071158
1736121600,2025-01-06 00:00:00,BTC/USDT,98472,102928,97969,102249,20.51817821,2097963.20379429
1736035200,2025-01-05 00:00:00,BTC/USDT,98245,98741,97465,98385,2.52130598,248058.6888423
1735948800,2025-01-04 00:00:00,BTC/USDT,98256,98600,97560,98231,7.93032004,779003.26784924
1735862400,2025-01-03 00:00:00,BTC/USDT,96917,98955,96127,98131,3.21580815,315570.46956765
1735776000,2025-01-02 00:00:00,BTC/USDT,94596,97807,94440,96970,11.90944224,1154858.6140128002
1735689600,2025-01-01 00:00:00,BTC/USDT,93547,95061,92971,94608,6.68058701,632036.97584208
1735603200,2024-12-31 00:00:00,BTC/USDT,92819,96195,92049,93635,14.90674351,1395792.92855885
1735516800,2024-12-30 00:00:00,BTC/USDT,93690,94966,91550,92822,22.35534186,2075067.5421289199
1735430400,2024-12-29 00:00:00,BTC/USDT,95345,95353,93053,93731,13.43104340,1258905.1289254
1735344000,2024-12-28 00:00:00,BTC/USDT,94302,95664,94155,95322,6.49199932,618830.35918104
1735257600,2024-12-27 00:00:00,BTC/USDT,95757,97466,93495,94303,40.97996884,3864534.0015185196
1735171200,2024-12-26 00:00:00,BTC/USDT,99536,99932,95250,95783,16.32405334,1563566.8010652198
1735084800,2024-12-25 00:00:00,BTC/USDT,98667,99551,97630,99542,7.17220210,713935.3414382
1734998400,2024-12-24 00:00:00,BTC/USDT,94821,99433,93669,98773,38.40005970,3792889.0967481
1734912000,2024-12-23 00:00:00,BTC/USDT,95193,96497,92525,94800,51.66900518,4898221.691064
1734825600,2024-12-22 00:00:00,BTC/USDT,97289,97401,94378,95263,5.38235814,512739.58349082
1734739200,2024-12-21 00:00:00,BTC/USDT,97780,99500,96500,97234,10.76396501,1046623.37378234
1734652800,2024-12-20 00:00:00,BTC/USDT,97516,98242,92304,97800,67.59341189,6610635.682841999
1734566400,2024-12-19 00:00:00,BTC/USDT,100260,102769,95691,97571,34.33774322,3350367.94371862
1734480000,2024-12-18 00:00:00,BTC/USDT,106192,106451,99771,100158,121.00156841,12119275.08880878
1734393600,2024-12-17 00:00:00,BTC/USDT,106069,108300,105336,106112,21.54387824,2286064.0078028804
1734307200,2024-12-16 00:00:00,BTC/USDT,104450,107731,103386,106064,29.38840696,3117051.99580544
1734220800,2024-12-15 00:00:00,BTC/USDT,101339,105187,101249,104446,17.69890292,1848579.6143823199
1734134400,2024-12-14 00:00:00,BTC/USDT,101408,102608,100633,101418,4.57941763,464435.37719934003
1734048000,2024-12-13 00:00:00,BTC/USDT,99995,101859,99235,101462,9.35835222,949517.13294564
1733961600,2024-12-12 00:00:00,BTC/USDT,101160,102500,99319,99991,13.70692923,1370569.56063693
1733875200,2024-12-11 00:00:00,BTC/USDT,96617,101851,95728,101113,39.68373035,4012541.02687955
1733788800,2024-12-10 00:00:00,BTC/USDT,97248,98249,94300,96627,26.56039142,2566450.9417403396
1733702400,2024-12-09 00:00:00,BTC/USDT,100973,101125,94166,97418,55.48331691,5405073.76673838
1733616000,2024-12-08 00:00:00,BTC/USDT,99867,101335,98700,101129,13.03458154,1318174.19655866
1733529600,2024-12-07 00:00:00,BTC/USDT,100006,100427,99000,99785,13.03233107,1300431.15581995
1733443200,2024-12-06 00:00:00,BTC/USDT,96929,101880,96297,99767,95.45432078,9523191.22125826
1733356800,2024-12-05 00:00:00,BTC/USDT,98578,104009,91712,97113,127.81504111,12412502.087315429
1733270400,2024-12-04 00:00:00,BTC/USDT,95874,99000,94586,98613,48.50917110,4783634.8896843
1733184000,2024-12-03 00:00:00,BTC/USDT,95822,96278,90900,95860,25.29093037,2424388.5852682004
1733097600,2024-12-02 00:00:00,BTC/USDT,97215,98900,94412,95799,34.39024289,3294550.87861911
1733011200,2024-12-01 00:00:00,BTC/USDT,96366,97808,95700,97223,9.66862168,940012.40559464
1732924800,2024-11-30 00:00:00,BTC/USDT,97457,97462,96103,96381,9.00394923,867809.63073663
1732838400,2024-11-29 00:00:00,BTC/USDT,95660,98636,95427,97399,57.54056374,5604393.36771226
1732752000,2024-11-28 00:00:00,BTC/USDT,95846,96562,94625,95644,41.12181801,3933055.16174844
1732665600,2024-11-27 00:00:00,BTC/USDT,91987,97200,91818,95858,75.50987409,7238225.51051922
1732579200,2024-11-26 00:00:00,BTC/USDT,93085,94946,90800,91904,77.73931122,7144553.65836288
1732492800,2024-11-25 00:00:00,BTC/USDT,97928,98840,92700,93072,35.40288804,3295017.59565888
1732406400,2024-11-24 00:00:00,BTC/USDT,97654,98595,95748,97778,25.49361688,2492714.87129264
1732320000,2024-11-23 00:00:00,BTC/USDT,98881,98918,96466,97688,35.42100757,3460207.38749816
1732233600,2024-11-22 00:00:00,BTC/USDT,98409,99569,97168,98904,87.49645327,8653749.21421608
1732147200,2024-11-21 00:00:00,BTC/USDT,94246,98950,94055,98388,72.43390302,7126626.85033176
1732060800,2024-11-20 00:00:00,BTC/USDT,92308,94846,91502,94291,28.19013992,2658076.48319672
1731974400,2024-11-19 00:00:00,BTC/USDT,90466,93920,90466,92253,35.04113698,3232650.0098159397
1731888000,2024-11-18 00:00:00,BTC/USDT,89828,92550,89385,90467,28.89511689,2614054.5396876303
1731801600,2024-11-17 00:00:00,BTC/USDT,90570,91445,88726,89848,11.91965828,1070957.4571414401
1731715200,2024-11-16 00:00:00,BTC/USDT,91037,91740,90100,90535,11.84967352,1072810.1921332
1731628800,2024-11-15 00:00:00,BTC/USDT,87293,91806,87084,91040,33.93230675,3089197.20652
1731542400,2024-11-14 00:00:00,BTC/USDT,90382,91701,86700,87317,66.83583109,5835904.26328553
1731456000,2024-11-13 00:00:00,BTC/USDT,87941,93219,86167,90540,52.02480252,4710325.6201608
1731369600,2024-11-12 00:00:00,BTC/USDT,88816,89891,82000,87958,96.68887541,8504560.10331278
1731283200,2024-11-11 00:00:00,BTC/USDT,80351,89528,80316,88490,110.72907479,9798415.8281671
1731196800,2024-11-10 00:00:00,BTC/USDT,76567,81418,76546,80401,44.81153193,3602891.97870393
1731110400,2024-11-09 00:00:00,BTC/USDT,76431,76907,75800,76703,5.46965378,419538.85388734
1731024000,2024-11-08 00:00:00,BTC/USDT,75907,77140,75611,76495,19.14099784,1464190.6297708
1730937600,2024-11-07 00:00:00,BTC/USDT,75575,76840,74468,75929,29.94245881,2273500.9549844903
1730851200,2024-11-06 00:00:00,BTC/USDT,69398,76385,69337,75577,60.12214077,4543851.03297429
1730764800,2024-11-05 00:00:00,BTC/USDT,67995,70504,67534,69358,39.58788766,2745736.71232228
1730678400,2024-11-04 00:00:00,BTC/USDT,68611,69800,66861,67672,32.82817520,2221548.2721344
1730592000,2024-11-03 00:00:00,BTC/USDT,69306,69354,67500,68754,29.29801466,2014355.69993364
1730505600,2024-11-02 00:00:00,BTC/USDT,69492,69898,69029,69356,4.16089095,288582.7527282
1730419200,2024-11-01 00:00:00,BTC/USDT,70410,71610,68819,69512,20.00538099,1390614.04337688
1730332800,2024-10-31 00:00:00,BTC/USDT,72384,72697,69699,70307,16.58275864,1165884.01170248
1730246400,2024-10-30 00:00:00,BTC/USDT,72703,72941,71497,72363,10.80269101,781715.12955663
1730160000,2024-10-29 00:00:00,BTC/USDT,69969,73607,67800,72769,40.46831728,2944838.98014832
1730073600,2024-10-28 00:00:00,BTC/USDT,68054,70291,67649,69970,18.55562418,1298337.0238746
1729987200,2024-10-27 00:00:00,BTC/USDT,67101,68300,66944,68020,2.58525870,175849.296774
1729900800,2024-10-26 00:00:00,BTC/USDT,66689,67416,66453,67104,6.64675999,446024.18236896
1729814400,2024-10-25 00:00:00,BTC/USDT,68265,68769,65603,66779,35.70510226,2384351.02382054
1729728000,2024-10-24 00:00:00,BTC/USDT,66668,68847,66543,68192,11.67301559,796006.27911328
1729641600,2024-10-23 00:00:00,BTC/USDT,67432,67433,65256,66712,20.00231526,1334394.45562512
1729555200,2024-10-22 00:00:00,BTC/USDT,67375,67809,66579,67412,11.24754763,758219.68083356
1729468800,2024-10-21 00:00:00,BTC/USDT,69038,69508,66865,67381,32.95142482,2220299.95579642
1729382400,2024-10-20 00:00:00,BTC/USDT,68428,69400,68112,69027,8.12301074,560707.06234998
1729296000,2024-10-19 00:00:00,BTC/USDT,68438,68684,68032,68401,17.36909061,1188063.1668146101
1729209600,2024-10-18 00:00:00,BTC/USDT,67410,69001,67203,68443,21.59636863,1478120.25814309
1729123200,2024-10-17 00:00:00,BTC/USDT,67616,67906,66672,67426,26.17526407,1764893.35518382
1729036800,2024-10-16 00:00:00,BTC/USDT,67077,68400,66776,67630,22.81139759,1542734.8190116999
1728950400,2024-10-15 00:00:00,BTC/USDT,66112,67877,64815,67068,24.57344715,1648091.9534562
1728864000,2024-10-14 00:00:00,BTC/USDT,62872,66507,62460,66089,17.51471605,1157530.06902845
1728777600,2024-10-13 00:00:00,BTC/USDT,63206,63291,62087,62864,5.53999807,348266.43867248
1728691200,2024-10-12 00:00:00,BTC/USDT,62543,63475,62501,63208,3.75001901,237031.20158408
1728604800,2024-10-11 00:00:00,BTC/USDT,60329,63410,60110,62448,11.43787294,714272.28935712
1728518400,2024-10-10 00:00:00,BTC/USDT,60637,61309,58954,60321,8.02706578,484200.6349153799
1728432000,2024-10-09 00:00:00,BTC/USDT,62168,62532,60313,60739,14.66110940,890501.1238466001
1728345600,2024-10-08 00:00:00,BTC/USDT,62263,63166,61900,62234,6.12760780,381345.5438252
1728259200,2024-10-07 00:00:00,BTC/USDT,62821,64451,62160,62434,13.50550808,843202.89146672
1728172800,2024-10-06 00:00:00,BTC/USDT,61976,62986,61846,62877,26.89071314,1690807.37010378
1728086400,2024-10-05 00:00:00,BTC/USDT,62096,62362,61692,62082,1.72160041,106880.39665362
1728000000,2024-10-04 00:00:00,BTC/USDT,60774,62471,60505,62055,23.00671715,1427681.83274325
1727913600,2024-10-03 00:00:00,BTC/USDT,60639,61450,59881,60698,18.40245239,1116992.05516822
1727827200,2024-10-02 00:00:00,BTC/USDT,60812,62348,60000,60642,86.35532698,5236759.73872116
1727740800,2024-10-01 00:00:00,BTC/USDT,63353,64055,60204,60992,28.11005990,1714488.7734208
1727654400,2024-09-30 00:00:00,BTC/USDT,65501,65515,62860,63290,25.34961752,1604377.2928408
1727568000,2024-09-29 00:00:00,BTC/USDT,65873,66003,65428,65684,2.32146593,152483.16814612
1727481600,2024-09-28 00:00:00,BTC/USDT,65764,66201,65428,65908,3.55761874,234475.53591592002
1727395200,2024-09-27 00:00:00,BTC/USDT,65162,66446,64854,65740,6.25402012,411139.2826888
1727308800,2024-09-26 00:00:00,BTC/USDT,63144,65806,62711,65086,12.94075672,842262.09187792
1727222400,2024-09-25 00:00:00,BTC/USDT,64292,64800,62973,63000,15.38284192,969119.04096
1727136000,2024-09-24 00:00:00,BTC/USDT,63365,64655,62762,64290,9.73308009,625739.7189860999
1727049600,2024-09-23 00:00:00,BTC/USDT,63606,64705,62597,63379,3.16225038,200420.26683402
1726963200,2024-09-22 00:00:00,BTC/USDT,63362,63990,62466,63578,2.14787090,136557.3360802
1726876800,2024-09-21 00:00:00,BTC/USDT,63189,63543,62785,63395,1.12863592,71549.8741484
1726790400,2024-09-20 00:00:00,BTC/USDT,62990,64054,62409,63145,7.82855302,494333.9804479
1726704000,2024-09-19 00:00:00,BTC/USDT,61761,63832,61604,62918,22.97061428,1445265.10926904
1726617600,2024-09-18 00:00:00,BTC/USDT,60324,61728,59189,61728,9.45182603,583442.3171798399
1726531200,2024-09-17 00:00:00,BTC/USDT,58217,61294,57640,60307,16.59735189,1000936.5004302299
1726444800,2024-09-16 00:00:00,BTC/USDT,59081,59308,57498,58368,13.94530941,813959.81964288
1726358400,2024-09-15 00:00:00,BTC/USDT,60007,60366,58700,59190,5.13220044,303774.9440436
1726272000,2024-09-14 00:00:00,BTC/USDT,60566,60604,59427,59966,4.21438053,252719.54286197998
1726185600,2024-09-13 00:00:00,BTC/USDT,58208,60606,57650,60555,7.70995061,466876.05918855
1726099200,2024-09-12 00:00:00,BTC/USDT,57385,58543,57368,58101,20.80580436,1208838.03912036
1726012800,2024-09-11 00:00:00,BTC/USDT,57605,57986,55577,57324,8.02184474,459844.22787576006
1725926400,2024-09-10 00:00:00,BTC/USDT,57048,58019,56417,57613,14.50894824,835904.03495112
1725840000,2024-09-09 00:00:00,BTC/USDT,54807,58048,54597,57048,24.27105482,1384615.13537136
1725753600,2024-09-08 00:00:00,BTC/USDT,54137,55312,53657,54860,6.96468715,382082.737049
1725667200,2024-09-07 00:00:00,BTC/USDT,53957,54820,53746,54162,14.33494770,776409.4373274001
1725580800,2024-09-06 00:00:00,BTC/USDT,56249,56984,52360,53967,62.79813893,3389027.1636353103
1725494400,2024-09-05 00:00:00,BTC/USDT,58008,58320,55668,56193,5.87985265,330406.55996145
1725408000,2024-09-04 00:00:00,BTC/USDT,57558,58502,55621,57933,19.29502017,1117818.40350861
1725321600,2024-09-03 00:00:00,BTC/USDT,59132,59751,57441,57529,5.93806396,341610.88155484
1725235200,2024-09-02 00:00:00,BTC/USDT,57351,59403,57138,59106,5.87031508,346970.84311848
1725148800,2024-09-01 00:00:00,BTC/USDT,58968,59028,57212,57341,17.44544772,1000339.41771252
1725062400,2024-08-31 00:00:00,BTC/USDT,59119,59428,58777,58970,1.95169095,115091.2153215
1724976000,2024-08-30 00:00:00,BTC/USDT,59344,59905,57786,59152,15.90701242,940931.59866784
1724889600,2024-08-29 00:00:00,BTC/USDT,59088,61130,58753,59378,15.46422402,918234.69385956
1724803200,2024-08-28 00:00:00,BTC/USDT,59400,60222,57900,59132,33.11916709,1958402.5883658798
1724716800,2024-08-27 00:00:00,BTC/USDT,62830,63179,58076,59427,55.21304073,3281145.37146171
1724630400,2024-08-26 00:00:00,BTC/USDT,64264,64439,62832,62848,10.52742845,661627.8232256001
1724544000,2024-08-25 00:00:00,BTC/USDT,64159,65021,63779,64256,4.92484474,316450.82361344004
1724457600,2024-08-24 00:00:00,BTC/USDT,64078,64483,63606,64137,9.85043034,631777.05071658
1724371200,2024-08-23 00:00:00,BTC/USDT,60355,64956,60355,64001,26.26055745,1680701.93735745
1724284800,2024-08-22 00:00:00,BTC/USDT,61194,61390,59784,60364,11.09011378,669443.62821592
1724198400,2024-08-21 00:00:00,BTC/USDT,59151,61832,58836,61170,27.13142766,1659629.4299622
1724112000,2024-08-20 00:00:00,BTC/USDT,59400,61359,58586,59012,22.99809700,1357163.700164
1724025600,2024-08-19 00:00:00,BTC/USDT,58471,59606,57844,59547,10.86965849,647255.55410403
1723939200,2024-08-18 00:00:00,BTC/USDT,59487,60265,58427,58433,3.84022876,224396.08713308
1723852800,2024-08-17 00:00:00,BTC/USDT,58881,59686,58846,59478,2.76229616,164295.85100448
1723766400,2024-08-16 00:00:00,BTC/USDT,57498,59785,57155,58885,156.62416286,9222813.830011101
1723680000,2024-08-15 00:00:00,BTC/USDT,58778,59845,56136,57535,52.84632443,3040513.27608005
1723593600,2024-08-14 00:00:00,BTC/USDT,60442,61731,58426,58709,28.87470359,1695204.97306531
1723507200,2024-08-13 00:00:00,BTC/USDT,59487,61549,58472,60556,30.75305207,1862281.82115092
1723420800,2024-08-12 00:00:00,BTC/USDT,58659,60688,57666,59308,45.81843799,2717399.92031092
1723334400,2024-08-11 00:00:00,BTC/USDT,60992,61853,58309,58718,6.91428996,405993.27787128
1723248000,2024-08-10 00:00:00,BTC/USDT,60786,61420,60264,60896,2.00283006,121964.33933376
1723161600,2024-08-09 00:00:00,BTC/USDT,61604,61666,59545,60849,25.81647334,1570906.5862656601
1723075200,2024-08-08 00:00:00,BTC/USDT,55127,63163,54750,61685,37.06691007,2286472.3476679497
1722988800,2024-08-07 00:00:00,BTC/USDT,56003,57672,54586,55136,38.65627887,2131352.5917763202
1722902400,2024-08-06 00:00:00,BTC/USDT,53983,57025,53983,55945,64.34874354,3599990.4573453
1722816000,2024-08-05 00:00:00,BTC/USDT,58133,58256,49542,53955,162.05686223,8743778.00161965
1722729600,2024-08-04 00:00:00,BTC/USDT,60698,61053,57212,58018,22.82915464,1324501.89390352
1722643200,2024-08-03 00:00:00,BTC/USDT,61457,62173,59904,60714,9.04308930,549042.1237602
1722556800,2024-08-02 00:00:00,BTC/USDT,65360,65555,61250,61451,18.78748706,1154509.86732406
1722470400,2024-08-01 00:00:00,BTC/USDT,64631,65609,62322,65465,22.05429130,1443784.1799545
1722384000,2024-07-31 00:00:00,BTC/USDT,66117,66817,64548,64686,17.68515006,1143981.61678116
1722297600,2024-07-30 00:00:00,BTC/USDT,66732,66987,65317,66234,27.72011477,1836014.08167618
1722211200,2024-07-29 00:00:00,BTC/USDT,68285,70059,66425,66823,39.89650254,2666003.98923042
1722124800,2024-07-28 00:00:00,BTC/USDT,67834,68285,67082,68217,12.19625283,831991.7793041101
1722038400,2024-07-27 00:00:00,BTC/USDT,67906,69390,66525,67887,35.25625420,2393441.3288754
1721952000,2024-07-26 00:00:00,BTC/USDT,65812,68207,65778,67907,40.73134493,2765943.44016151
1721865600,2024-07-25 00:00:00,BTC/USDT,65407,66135,63479,65753,14.61221008,960796.6493902401
1721779200,2024-07-24 00:00:00,BTC/USDT,65931,67067,65150,65400,10.47988710,685384.61634
1721692800,2024-07-23 00:00:00,BTC/USDT,67606,67744,65444,65934,21.74787475,1433924.3737665
1721606400,2024-07-22 00:00:00,BTC/USDT,68217,68455,66599,67495,19.00193618,1282535.6824691
1721520000,2024-07-21 00:00:00,BTC/USDT,67201,68353,65805,67943,21.48855226,1459996.70620118
1721433600,2024-07-20 00:00:00,BTC/USDT,66599,67538,66262,67160,10.08235004,677130.6286864
1721347200,2024-07-19 00:00:00,BTC/USDT,63945,67400,63348,66665,14.20947021,947274.3315496499
1721260800,2024-07-18 00:00:00,BTC/USDT,64104,65099,63257,63981,14.44653728,924303.90171168
1721174400,2024-07-17 00:00:00,BTC/USDT,65043,66095,63861,64097,11.82394489,757879.39561433
1721088000,2024-07-16 00:00:00,BTC/USDT,64891,65347,62409,65058,20.84660693,1356238.55365194
1721001600,2024-07-15 00:00:00,BTC/USDT,60687,64891,60687,64737,28.83345205,1866591.18536085
1720915200,2024-07-14 00:00:00,BTC/USDT,59368,61359,59308,60732,12.78244937,776303.71513884
1720828800,2024-07-13 00:00:00,BTC/USDT,57898,59785,57785,59189,15.57650460,921957.7307694
1720742400,2024-07-12 00:00:00,BTC/USDT,57389,58499,56550,57843,25.09666634,1451666.47110462
1720656000,2024-07-11 00:00:00,BTC/USDT,57613,59487,57092,57306,52.50751125,3008995.4396925
1720569600,2024-07-10 00:00:00,BTC/USDT,57986,59465,57192,57756,34.13155201,1971301.91788956
1720483200,2024-07-09 00:00:00,BTC/USDT,56683,58251,56304,58055,27.46154887,1594280.2196478501
1720396800,2024-07-08 00:00:00,BTC/USDT,55863,58217,53500,56728,156.69839682,8889186.65480496
1720310400,2024-07-07 00:00:00,BTC/USDT,58216,58426,55784,55847,15.43486743,861991.0413632101
1720224000,2024-07-06 00:00:00,BTC/USDT,56540,58464,56028,58264,10.89561634,634822.19043376
1720137600,2024-07-05 00:00:00,BTC/USDT,57076,57499,53519,56643,71.22061480,4034149.2841164004
1720051200,2024-07-04 00:00:00,BTC/USDT,60243,60463,56789,56983,42.33955452,2412634.83521316
1719964800,2024-07-03 00:00:00,BTC/USDT,62141,62271,59427,60200,16.67744173,1003981.9921460001
1719878400,2024-07-02 00:00:00,BTC/USDT,62915,63271,61851,62137,16.74809149,1040676.16091413
1719792000,2024-07-01 00:00:00,BTC/USDT,62776,63859,62534,62914,20.19130971,1270316.0590949398
1719705600,2024-06-30 00:00:00,BTC/USDT,60980,63049,60748,62785,6.75815644,424310.85208539997
1719619200,2024-06-29 00:00:00,BTC/USDT,60439,61186,60438,60977,11.40917664,695697.36397728
1719532800,2024-06-28 00:00:00,BTC/USDT,61690,62105,60084,60426,16.47032633,995235.93881658
1719446400,2024-06-27 00:00:00,BTC/USDT,60834,62401,60687,61642,11.03279108,680083.30775336
1719360000,2024-06-26 00:00:00,BTC/USDT,61773,62473,60718,60815,12.84936829,781434.3325563499
1719273600,2024-06-25 00:00:00,BTC/USDT,60307,62414,60281,61693,20.93877781,1291776.01943233
1719187200,2024-06-24 00:00:00,BTC/USDT,63231,63353,58489,60351,54.33053756,3278902.27228356
1719100800,2024-06-23 00:00:00,BTC/USDT,64275,64503,63206,63206,2.67021239,168773.44432234002
1719014400,2024-06-22 00:00:00,BTC/USDT,64149,64529,63989,64265,1.10200273,70820.20544345
1718928000,2024-06-21 00:00:00,BTC/USDT,64876,65065,63400,64107,36.08548926,2313332.4599908204
1718841600,2024-06-20 00:00:00,BTC/USDT,64882,66469,64561,64890,14.84909748,963557.9354772
1718755200,2024-06-19 00:00:00,BTC/USDT,65192,65715,64692,64918,48.64086900,3157667.9337420003
1718668800,2024-06-18 00:00:00,BTC/USDT,66469,66504,64071,65180,100.51773795,6551746.159581
1718582400,2024-06-17 00:00:00,BTC/USDT,66659,67287,64568,66486,26.82998486,1783818.37340196
1718496000,2024-06-16 00:00:00,BTC/USDT,66227,66969,66063,66658,3.54208872,236108.54989776
1718409600,2024-06-15 00:00:00,BTC/USDT,66047,66405,65870,66249,17.75482911,1176239.67370839
1718323200,2024-06-14 00:00:00,BTC/USDT,66778,67389,65085,66018,21.32885973,1408088.66165514
1718236800,2024-06-13 00:00:00,BTC/USDT,68259,68448,66307,66803,45.81857564,3060818.30847892
1718150400,2024-06-12 00:00:00,BTC/USDT,67302,70000,66905,68249,36.64926844,2501275.92176156
1718064000,2024-06-11 00:00:00,BTC/USDT,69529,69558,66058,67314,30.41518244,2047367.5907661598
1717977600,2024-06-10 00:00:00,BTC/USDT,69655,70153,69191,69513,6.00055440,417116.53800720006
1717891200,2024-06-09 00:00:00,BTC/USDT,69283,69821,69177,69636,4.93547499,343686.73640364
1717804800,2024-06-08 00:00:00,BTC/USDT,69315,69587,69177,69338,13.67275325,948041.3648485
1717718400,2024-06-07 00:00:00,BTC/USDT,70753,72031,68482,69351,31.95171066,2215883.08598166
1717632000,2024-06-06 00:00:00,BTC/USDT,71115,71641,70122,70803,5.66022572,400760.96165316
1717545600,2024-06-05 00:00:00,BTC/USDT,70575,71739,70433,71162,11.88300714,845618.55409668
1717459200,2024-06-04 00:00:00,BTC/USDT,68818,71083,68576,70551,36.43210006,2570321.09133306
1717372800,2024-06-03 00:00:00,BTC/USDT,67740,70268,67616,68820,15.31524529,1053995.1808578
1717286400,2024-06-02 00:00:00,BTC/USDT,67766,68462,67321,67787,3.83852277,260201.94300999
1717200000,2024-06-01 00:00:00,BTC/USDT,67606,67833,67497,67753,2.15230914,145825.40116242
1717113600,2024-05-31 00:00:00,BTC/USDT,68368,69040,66732,67561,8.84302322,597443.49176642
1717027200,2024-05-30 00:00:00,BTC/USDT,67621,69500,67165,68376,17.31686007,1184057.62414632
1716940800,2024-05-29 00:00:00,BTC/USDT,68423,68918,66532,67662,22.13346695,1497594.6407708998
1716854400,2024-05-28 00:00:00,BTC/USDT,69416,69560,67309,68398,12.01045660,821491.2105268
1716768000,2024-05-27 00:00:00,BTC/USDT,68553,70645,68284,69456,15.41317802,1070537.69255712
